name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code
,339640857,339640857_BA,,,10517,10516,Major arterial,1,0.0175,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936630,33.416398,0.0 -111.936096,33.416407,0.0 -111.935929,33.416371,0.0 -111.935935,33.416476,0.0 -111.935935,33.416519,0.0 -111.935932,33.416544,0.0 -111.935913,33.416638,0.0 -111.935685,33.416641,0.0 -111.935524,33.416644,0.0 -111.935048,33.416651,0.0</coordinates></LineString>","<LineString><coordinates>-111.936632,33.416411,0.0 -111.936098,33.416420,0.0 -111.935931,33.416384,0.0 -111.935937,33.416489,0.0 -111.935937,33.416531,0.0 -111.935934,33.416556,0.0 -111.935915,33.416650,0.0 -111.935687,33.416654,0.0 -111.935526,33.416656,0.0 -111.935050,33.416664,0.0</coordinates></LineString>",,,,
,339640858,339640858_AB,,,10518,10519,Major arterial,1,0.03097,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935708,33.417101,0.0 -111.935708,33.417045,0.0 -111.935700,33.416654,0.0</coordinates></LineString>","<LineString><coordinates>-111.935695,33.417102,0.0 -111.935695,33.417045,0.0 -111.935687,33.416654,0.0</coordinates></LineString>",,,,
,339640858,339640858_BA,,,10519,10518,Major arterial,1,0.03097,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935674,33.416654,0.0 -111.935682,33.417045,0.0 -111.935683,33.417102,0.0</coordinates></LineString>","<LineString><coordinates>-111.935687,33.416654,0.0 -111.935695,33.417045,0.0 -111.935695,33.417102,0.0</coordinates></LineString>",,,,
,339640859,339640859_AB,,,10520,10521,Major arterial,1,0.02788,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935910,33.416639,0.0 -111.935921,33.417031,0.0 -111.935690,33.417034,0.0 -111.935048,33.417042,0.0</coordinates></LineString>","<LineString><coordinates>-111.935915,33.416650,0.0 -111.935926,33.417042,0.0 -111.935695,33.417045,0.0 -111.935053,33.417053,0.0</coordinates></LineString>",,,,
,339640859,339640859_BA,,,10521,10520,Major arterial,1,0.02788,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935059,33.417065,0.0 -111.935700,33.417057,0.0 -111.935931,33.417054,0.0 -111.935921,33.416662,0.0</coordinates></LineString>","<LineString><coordinates>-111.935053,33.417053,0.0 -111.935695,33.417045,0.0 -111.935926,33.417042,0.0 -111.935915,33.416650,0.0</coordinates></LineString>",,,,
,339640860,339640860_AB,,,10522,10523,Major arterial,1,0.02251,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935060,33.416992,0.0 -111.935533,33.416667,0.0</coordinates></LineString>","<LineString><coordinates>-111.935053,33.416982,0.0 -111.935526,33.416656,0.0</coordinates></LineString>",,,,
,339640860,339640860_BA,,,10523,10522,Major arterial,1,0.02251,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935519,33.416646,0.0 -111.935046,33.416971,0.0</coordinates></LineString>","<LineString><coordinates>-111.935526,33.416656,0.0 -111.935053,33.416982,0.0</coordinates></LineString>",,,,
,339640862,339640862_AB,,,10526,10512,Major arterial,1,0.01267,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935945,33.416541,0.0 -111.935987,33.416581,0.0 -111.936069,33.416580,0.0 -111.936110,33.416543,0.0 -111.936106,33.416499,0.0 -111.936106,33.416430,0.0 -111.936175,33.416358,0.0</coordinates></LineString>","<LineString><coordinates>-111.935937,33.416531,0.0 -111.935979,33.416571,0.0 -111.936061,33.416570,0.0 -111.936102,33.416533,0.0 -111.936098,33.416489,0.0 -111.936098,33.416420,0.0 -111.936167,33.416348,0.0</coordinates></LineString>",,,,
,339640862,339640862_BA,,,10512,10526,Major arterial,1,0.01267,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936159,33.416338,0.0 -111.936090,33.416410,0.0 -111.936090,33.416479,0.0 -111.936094,33.416523,0.0 -111.936053,33.416560,0.0 -111.935971,33.416561,0.0 -111.935929,33.416521,0.0</coordinates></LineString>","<LineString><coordinates>-111.936167,33.416348,0.0 -111.936098,33.416420,0.0 -111.936098,33.416489,0.0 -111.936102,33.416533,0.0 -111.936061,33.416570,0.0 -111.935979,33.416571,0.0 -111.935937,33.416531,0.0</coordinates></LineString>",,,,
,344754640,344754640_AB,,,10527,10528,Major arterial,1,0.02492,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916253,33.422349,0.0 -111.915800,33.422348,0.0 -111.915802,33.422702,0.0 -111.916251,33.422709,0.0</coordinates></LineString>","<LineString><coordinates>-111.916266,33.422349,0.0 -111.915813,33.422348,0.0 -111.915815,33.422702,0.0 -111.916264,33.422710,0.0</coordinates></LineString>",,,,
,344754640,344754640_BA,,,10528,10527,Major arterial,1,0.02492,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916276,33.422710,0.0 -111.915827,33.422702,0.0 -111.915826,33.422348,0.0 -111.916278,33.422349,0.0</coordinates></LineString>","<LineString><coordinates>-111.916264,33.422710,0.0 -111.915815,33.422702,0.0 -111.915813,33.422348,0.0 -111.916266,33.422349,0.0</coordinates></LineString>",,,,
,344754644,344754644_AB,,,10532,10533,Major arterial,1,0.30107,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916984,33.427474,0.0 -111.916987,33.427376,0.0 -111.917018,33.424216,0.0 -111.916169,33.424217,0.0 -111.916173,33.423122,0.0 -111.917469,33.423121,0.0</coordinates></LineString>","<LineString><coordinates>-111.916971,33.427472,0.0 -111.916974,33.427375,0.0 -111.917005,33.424214,0.0 -111.916156,33.424215,0.0 -111.916160,33.423121,0.0 -111.917456,33.423120,0.0</coordinates></LineString>",,,,
,344754644,344754644_BA,,,10533,10532,Major arterial,1,0.30107,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917444,33.423118,0.0 -111.916147,33.423119,0.0 -111.916143,33.424214,0.0 -111.916993,33.424213,0.0 -111.916962,33.427374,0.0 -111.916958,33.427471,0.0</coordinates></LineString>","<LineString><coordinates>-111.917456,33.423120,0.0 -111.916160,33.423121,0.0 -111.916156,33.424215,0.0 -111.917005,33.424214,0.0 -111.916974,33.427375,0.0 -111.916971,33.427472,0.0</coordinates></LineString>",,,,
,344754646,344754646_AB,,,10534,10535,Major arterial,1,0.06627,1,40,900,4,190,12,,,"<LineString><coordinates>-111.921268,33.423765,0.0 -111.919755,33.423762,0.0 -111.917898,33.423758,0.0 -111.917869,33.422212,0.0 -111.919124,33.422237,0.0 -111.919131,33.422383,0.0 -111.919354,33.422387,0.0 -111.919354,33.422802,0.0 -111.919700,33.422807,0.0</coordinates></LineString>","<LineString><coordinates>-111.921261,33.423776,0.0 -111.919748,33.423773,0.0 -111.917891,33.423769,0.0 -111.917862,33.422222,0.0 -111.919118,33.422248,0.0 -111.919125,33.422394,0.0 -111.919347,33.422397,0.0 -111.919347,33.422813,0.0 -111.919693,33.422818,0.0</coordinates></LineString>",,,,
,344754646,344754646_BA,,,10535,10534,Major arterial,1,0.06627,1,40,900,4,190,12,,,"<LineString><coordinates>-111.919687,33.422828,0.0 -111.919341,33.422824,0.0 -111.919341,33.422408,0.0 -111.919118,33.422405,0.0 -111.919111,33.422258,0.0 -111.917855,33.422233,0.0 -111.917885,33.423780,0.0 -111.919742,33.423784,0.0 -111.921254,33.423786,0.0</coordinates></LineString>","<LineString><coordinates>-111.919693,33.422818,0.0 -111.919347,33.422813,0.0 -111.919347,33.422397,0.0 -111.919125,33.422394,0.0 -111.919118,33.422248,0.0 -111.917862,33.422222,0.0 -111.917891,33.423769,0.0 -111.919748,33.423773,0.0 -111.921261,33.423776,0.0</coordinates></LineString>",,,,
,344754681,344754681_AB,,,10536,10537,Major arterial,1,0.02806,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917669,33.422946,0.0 -111.917496,33.422956,0.0 -111.917439,33.422941,0.0 -111.917414,33.422907,0.0 -111.917410,33.422845,0.0 -111.917410,33.422682,0.0 -111.917409,33.422580,0.0 -111.917437,33.422553,0.0 -111.917490,33.422549,0.0 -111.917659,33.422541,0.0</coordinates></LineString>","<LineString><coordinates>-111.917656,33.422947,0.0 -111.917483,33.422956,0.0 -111.917426,33.422941,0.0 -111.917402,33.422907,0.0 -111.917397,33.422846,0.0 -111.917397,33.422682,0.0 -111.917396,33.422580,0.0 -111.917425,33.422553,0.0 -111.917477,33.422549,0.0 -111.917647,33.422541,0.0</coordinates></LineString>",,,,
,344754681,344754681_BA,,,10537,10536,Major arterial,1,0.02806,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917634,33.422541,0.0 -111.917464,33.422550,0.0 -111.917412,33.422553,0.0 -111.917383,33.422581,0.0 -111.917385,33.422682,0.0 -111.917384,33.422846,0.0 -111.917389,33.422908,0.0 -111.917413,33.422942,0.0 -111.917471,33.422956,0.0 -111.917644,33.422947,0.0</coordinates></LineString>","<LineString><coordinates>-111.917647,33.422541,0.0 -111.917477,33.422549,0.0 -111.917425,33.422553,0.0 -111.917396,33.422580,0.0 -111.917397,33.422682,0.0 -111.917397,33.422846,0.0 -111.917402,33.422907,0.0 -111.917426,33.422941,0.0 -111.917483,33.422956,0.0 -111.917656,33.422947,0.0</coordinates></LineString>",,,,
,344754682,344754682_AB,,,10538,10539,Major arterial,1,0.25429,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917079,33.423742,0.0 -111.917219,33.427418,0.0</coordinates></LineString>","<LineString><coordinates>-111.917091,33.423741,0.0 -111.917231,33.427417,0.0</coordinates></LineString>",,,,
,344754682,344754682_BA,,,10539,10538,Major arterial,1,0.25429,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917244,33.427417,0.0 -111.917104,33.423741,0.0</coordinates></LineString>","<LineString><coordinates>-111.917231,33.427417,0.0 -111.917091,33.423741,0.0</coordinates></LineString>",,,,
,344754685,344754685_AB,,,10540,10541,Major arterial,1,0.00022,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916519,33.423423,0.0 -111.916931,33.423420,0.0</coordinates></LineString>","<LineString><coordinates>-111.916519,33.423411,0.0 -111.916931,33.423408,0.0</coordinates></LineString>",,,,
,344754685,344754685_BA,,,10541,10540,Major arterial,1,0.00022,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916931,33.423395,0.0 -111.916519,33.423398,0.0</coordinates></LineString>","<LineString><coordinates>-111.916931,33.423408,0.0 -111.916519,33.423411,0.0</coordinates></LineString>",,,,
,344754686,344754686_AB,,,10542,10543,Major arterial,1,0.00024,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916521,33.423601,0.0 -111.916933,33.423598,0.0</coordinates></LineString>","<LineString><coordinates>-111.916521,33.423589,0.0 -111.916933,33.423585,0.0</coordinates></LineString>",,,,
,344754686,344754686_BA,,,10543,10542,Major arterial,1,0.00024,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916933,33.423573,0.0 -111.916521,33.423576,0.0</coordinates></LineString>","<LineString><coordinates>-111.916933,33.423585,0.0 -111.916521,33.423589,0.0</coordinates></LineString>",,,,
,344754688,344754688_AB,,,10544,10545,Major arterial,1,0.00645,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913313,33.425842,0.0 -111.913313,33.425749,0.0</coordinates></LineString>","<LineString><coordinates>-111.913300,33.425842,0.0 -111.913301,33.425749,0.0</coordinates></LineString>",,,,
,344754688,344754688_BA,,,10545,10544,Major arterial,1,0.00645,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913288,33.425749,0.0 -111.913288,33.425842,0.0</coordinates></LineString>","<LineString><coordinates>-111.913301,33.425749,0.0 -111.913300,33.425842,0.0</coordinates></LineString>",,,,
,344754691,344754691_AB,,,10546,10547,Major arterial,1,0.03206,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913335,33.425841,0.0 -111.913328,33.426133,0.0 -111.913294,33.426305,0.0</coordinates></LineString>","<LineString><coordinates>-111.913348,33.425842,0.0 -111.913341,33.426134,0.0 -111.913306,33.426306,0.0</coordinates></LineString>",,,,
,344754691,344754691_BA,,,10547,10546,Major arterial,1,0.03206,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913319,33.426307,0.0 -111.913353,33.426135,0.0 -111.913360,33.425844,0.0</coordinates></LineString>","<LineString><coordinates>-111.913306,33.426306,0.0 -111.913341,33.426134,0.0 -111.913348,33.425842,0.0</coordinates></LineString>",,,,
,344754695,344754695_AB,,,10548,10549,Major arterial,1,0.00023,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916318,33.424037,0.0 -111.916526,33.424037,0.0 -111.916938,33.424033,0.0</coordinates></LineString>","<LineString><coordinates>-111.916318,33.424024,0.0 -111.916526,33.424024,0.0 -111.916938,33.424021,0.0</coordinates></LineString>",,,,
,344754695,344754695_BA,,,10549,10548,Major arterial,1,0.00023,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916938,33.424008,0.0 -111.916526,33.424011,0.0 -111.916318,33.424011,0.0</coordinates></LineString>","<LineString><coordinates>-111.916938,33.424021,0.0 -111.916526,33.424024,0.0 -111.916318,33.424024,0.0</coordinates></LineString>",,,,
,344754698,344754698_AB,,,10547,10550,Major arterial,1,0.0321,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913319,33.426304,0.0 -111.913274,33.426129,0.0 -111.913262,33.425840,0.0</coordinates></LineString>","<LineString><coordinates>-111.913306,33.426306,0.0 -111.913262,33.426131,0.0 -111.913249,33.425842,0.0</coordinates></LineString>",,,,
,344754698,344754698_BA,,,10550,10547,Major arterial,1,0.0321,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913237,33.425843,0.0 -111.913249,33.426133,0.0 -111.913294,33.426307,0.0</coordinates></LineString>","<LineString><coordinates>-111.913249,33.425842,0.0 -111.913262,33.426131,0.0 -111.913306,33.426306,0.0</coordinates></LineString>",,,,
,344754701,344754701_AB,,,10551,10552,Major arterial,1,0.10765,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913129,33.425841,0.0 -111.913136,33.425354,0.0 -111.913127,33.424285,0.0</coordinates></LineString>","<LineString><coordinates>-111.913116,33.425841,0.0 -111.913123,33.425354,0.0 -111.913115,33.424285,0.0</coordinates></LineString>",,,,
,344754701,344754701_BA,,,10552,10551,Major arterial,1,0.10765,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913102,33.424285,0.0 -111.913111,33.425354,0.0 -111.913104,33.425841,0.0</coordinates></LineString>","<LineString><coordinates>-111.913115,33.424285,0.0 -111.913123,33.425354,0.0 -111.913116,33.425841,0.0</coordinates></LineString>",,,,
,344754703,344754703_AB,,,10547,10553,Major arterial,1,0.01839,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913295,33.426312,0.0 -111.913337,33.426454,0.0 -111.913450,33.426578,0.0</coordinates></LineString>","<LineString><coordinates>-111.913306,33.426306,0.0 -111.913348,33.426447,0.0 -111.913461,33.426572,0.0</coordinates></LineString>",,,,
,344754703,344754703_BA,,,10553,10547,Major arterial,1,0.01839,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913472,33.426565,0.0 -111.913359,33.426441,0.0 -111.913317,33.426300,0.0</coordinates></LineString>","<LineString><coordinates>-111.913461,33.426572,0.0 -111.913348,33.426447,0.0 -111.913306,33.426306,0.0</coordinates></LineString>",,,,
,344754706,344754706_AB,,,10088,10554,Major arterial,1,0.00174,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917668,33.423709,0.0 -111.917091,33.423729,0.0 -111.916936,33.423734,0.0</coordinates></LineString>","<LineString><coordinates>-111.917668,33.423721,0.0 -111.917091,33.423741,0.0 -111.916936,33.423747,0.0</coordinates></LineString>",,,,
,344754706,344754706_BA,,,10554,10088,Major arterial,1,0.00174,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916937,33.423759,0.0 -111.917092,33.423754,0.0 -111.917669,33.423734,0.0</coordinates></LineString>","<LineString><coordinates>-111.916936,33.423747,0.0 -111.917091,33.423741,0.0 -111.917668,33.423721,0.0</coordinates></LineString>",,,,
,344754710,344754710_AB,,,10555,10556,Major arterial,1,0.00089,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916517,33.423245,0.0 -111.916929,33.423241,0.0 -111.917458,33.423237,0.0 -111.917659,33.423232,0.0</coordinates></LineString>","<LineString><coordinates>-111.916517,33.423232,0.0 -111.916929,33.423229,0.0 -111.917458,33.423225,0.0 -111.917659,33.423219,0.0</coordinates></LineString>",,,,
,344754710,344754710_BA,,,10556,10555,Major arterial,1,0.00089,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917659,33.423206,0.0 -111.917458,33.423212,0.0 -111.916929,33.423216,0.0 -111.916517,33.423219,0.0</coordinates></LineString>","<LineString><coordinates>-111.917659,33.423219,0.0 -111.917458,33.423225,0.0 -111.916929,33.423229,0.0 -111.916517,33.423232,0.0</coordinates></LineString>",,,,
,344754713,344754713_AB,,,10555,10557,Major arterial,1,0.05478,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916504,33.423232,0.0 -111.916507,33.423411,0.0 -111.916509,33.423589,0.0 -111.916514,33.424024,0.0</coordinates></LineString>","<LineString><coordinates>-111.916517,33.423232,0.0 -111.916519,33.423411,0.0 -111.916521,33.423589,0.0 -111.916526,33.424024,0.0</coordinates></LineString>",,,,
,344754713,344754713_BA,,,10557,10555,Major arterial,1,0.05478,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916539,33.424024,0.0 -111.916534,33.423588,0.0 -111.916532,33.423411,0.0 -111.916530,33.423232,0.0</coordinates></LineString>","<LineString><coordinates>-111.916526,33.424024,0.0 -111.916521,33.423589,0.0 -111.916519,33.423411,0.0 -111.916517,33.423232,0.0</coordinates></LineString>",,,,
,344754717,344754717_AB,,,10558,10559,Major arterial,1,0.23178,1,40,900,4,190,12,,,"<LineString><coordinates>-111.915618,33.423741,0.0 -111.915622,33.423818,0.0 -111.915625,33.424113,0.0 -111.915603,33.424883,0.0 -111.915589,33.426020,0.0 -111.915568,33.427091,0.0</coordinates></LineString>","<LineString><coordinates>-111.915631,33.423741,0.0 -111.915634,33.423819,0.0 -111.915638,33.424113,0.0 -111.915615,33.424883,0.0 -111.915601,33.426020,0.0 -111.915581,33.427092,0.0</coordinates></LineString>",,,,
,344754717,344754717_BA,,,10559,10558,Major arterial,1,0.23178,1,40,900,4,190,12,,,"<LineString><coordinates>-111.915594,33.427092,0.0 -111.915614,33.426020,0.0 -111.915628,33.424884,0.0 -111.915650,33.424113,0.0 -111.915647,33.423819,0.0 -111.915643,33.423741,0.0</coordinates></LineString>","<LineString><coordinates>-111.915581,33.427092,0.0 -111.915601,33.426020,0.0 -111.915615,33.424883,0.0 -111.915638,33.424113,0.0 -111.915634,33.423819,0.0 -111.915631,33.423741,0.0</coordinates></LineString>",,,,
,344754724,344754724_AB,,,10560,10549,Major arterial,1,0.05478,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916916,33.423229,0.0 -111.916918,33.423408,0.0 -111.916920,33.423585,0.0 -111.916924,33.423747,0.0 -111.916925,33.424021,0.0</coordinates></LineString>","<LineString><coordinates>-111.916929,33.423229,0.0 -111.916931,33.423408,0.0 -111.916933,33.423585,0.0 -111.916936,33.423747,0.0 -111.916938,33.424021,0.0</coordinates></LineString>",,,,
,344754724,344754724_BA,,,10549,10560,Major arterial,1,0.05478,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916951,33.424021,0.0 -111.916949,33.423746,0.0 -111.916946,33.423585,0.0 -111.916944,33.423407,0.0 -111.916941,33.423229,0.0</coordinates></LineString>","<LineString><coordinates>-111.916938,33.424021,0.0 -111.916936,33.423747,0.0 -111.916933,33.423585,0.0 -111.916931,33.423408,0.0 -111.916929,33.423229,0.0</coordinates></LineString>",,,,
,344754728,344754728_AB,,,10553,10539,Major arterial,1,0.0585,1,40,900,4,190,12,,,"<LineString><coordinates>-111.913458,33.426584,0.0 -111.913696,33.426682,0.0 -111.915578,33.427104,0.0 -111.916972,33.427387,0.0 -111.917229,33.427430,0.0</coordinates></LineString>","<LineString><coordinates>-111.913461,33.426572,0.0 -111.913698,33.426670,0.0 -111.915581,33.427092,0.0 -111.916974,33.427375,0.0 -111.917231,33.427417,0.0</coordinates></LineString>",,,,
,344754728,344754728_BA,,,10539,10553,Major arterial,1,0.0585,1,40,900,4,190,12,,,"<LineString><coordinates>-111.917234,33.427405,0.0 -111.916977,33.427363,0.0 -111.915584,33.427079,0.0 -111.913701,33.426657,0.0 -111.913464,33.426559,0.0</coordinates></LineString>","<LineString><coordinates>-111.917231,33.427417,0.0 -111.916974,33.427375,0.0 -111.915581,33.427092,0.0 -111.913698,33.426670,0.0 -111.913461,33.426572,0.0</coordinates></LineString>",,,,
